Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,45 to 54,Male,Knife or Sharp Implement,No,Dec 2005,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Dec 2005,Murder,Solved,Westminster,White
1,25 to 34,Male,Other Method of Killing,No,Jan 2006,Murder,Solved,Hounslow,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Jan 2006,Murder,Solved,Hillingdon,White
1,65 and over,Female,Other Method of Killing,Yes,Jan 2006,Murder,Solved,Hillingdon,White
1,20 to 24,Male,Shooting,No,Jan 2006,Murder,Solved,Lambeth,White
1,35 to 44,Male,Not known/Not Recorded,No,Jan 2006,Murder,Unsolved,Brent,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2006,Murder,Solved,Brent,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2006,Murder,Solved,Camden,White
1,25 to 34,Female,Knife or Sharp Implement,Yes,Jan 2006,Murder,Solved,Camden,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2006,Murder,Solved,Camden,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Jan 2006,Murder,Solved,Lewisham,Black
1,35 to 44,Female,Other Method of Killing,Yes,Jan 2006,Murder,Solved,Croydon,Black
1,13 to 19,Male,Shooting,No,Jan 2006,Murder,Solved,Hackney,Black
1,25 to 34,Male,Other Method of Killing,No,Jan 2006,Manslaughter,Unsolved,Hackney,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2006,Murder,Solved,Barking & Dagenham,White
1,65 and over,Female,Other Method of Killing,No,Jan 2006,Manslaughter,Unsolved,Enfield,Not Recorded / Unknown
1,45 to 54,Male,Other Method of Killing,No,Jan 2006,Murder,Solved,Newham,Asian
1,35 to 44,Male,Blunt Implement,No,Jan 2006,Murder,Solved,Newham,White
1,25 to 34,Male,Shooting,No,Jan 2006,Murder,Solved,Kensington & Chelsea,Black
1,45 to 54,Female,Knife or Sharp Implement,Yes,Feb 2006,Murder,Solved,Wandsworth,White
1,55 to 64,Male,Knife or Sharp Implement,No,Feb 2006,Murder,Solved,Hounslow,White
1,35 to 44,Female,"Physical Assault, no weapon",Yes,Feb 2006,Murder,Solved,Hillingdon,White
1,35 to 44,Male,Shooting,No,Feb 2006,Murder,Solved,Lambeth,White
1,45 to 54,Male,Knife or Sharp Implement,No,Feb 2006,Murder,Solved,Lambeth,White
1,20 to 24,Male,Other Method of Killing,No,Feb 2006,Murder,Solved,Merton,White
1,20 to 24,Female,Not known/Not Recorded,Yes,Feb 2006,Murder,Solved,Merton,Other
1,35 to 44,Male,Knife or Sharp Implement,No,Feb 2006,Murder,Solved,Bromley,White
1,25 to 34,Male,Shooting,No,Feb 2006,Murder,Solved,Croydon,Black
1,65 and over,Male,Other Method of Killing,No,Feb 2006,Murder,Solved,Bexley,White
1,20 to 24,Male,Not known/Not Recorded,No,Feb 2006,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Feb 2006,Murder,Solved,Enfield,Black
1,65 and over,Male,Blunt Implement,No,Feb 2006,Murder,Unsolved,Newham,Asian
1,65 and over,Female,Other Method of Killing,No,Feb 2006,Murder,Solved,Newham,White
1,55 to 64,Male,Not known/Not Recorded,No,Feb 2006,Murder,Unsolved,Westminster,White
1,65 and over,Female,Not known/Not Recorded,Yes,Mar 2006,Murder,Solved,Camden,White
1,20 to 24,Male,Knife or Sharp Implement,No,Mar 2006,Murder,Unsolved,Ealing,Asian
1,25 to 34,Male,Not known/Not Recorded,No,Mar 2006,Murder,Solved,Greenwich,Asian
1,35 to 44,Male,Knife or Sharp Implement,No,Mar 2006,Murder,Solved,Greenwich,White
1,20 to 24,Male,Shooting,No,Mar 2006,Murder,Solved,Croydon,Black
1,20 to 24,Female,Shooting,No,Mar 2006,Murder,Solved,Croydon,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Mar 2006,Murder,Solved,Hackney,Black
1,35 to 44,Male,Other Method of Killing,No,Mar 2006,Murder,Solved,Waltham Forest,White
1,25 to 34,Male,Knife or Sharp Implement,Yes,Mar 2006,Murder,Solved,Newham,Asian
1,0 to 12,Male,Other Method of Killing,No,Mar 2006,Murder,Solved,Havering,White
1,20 to 24,Male,Other Method of Killing,No,Mar 2006,Murder,Solved,Westminster,Other
1,13 to 19,Male,Shooting,No,Apr 2006,Murder,Solved,Wandsworth,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2006,Murder,Solved,Wandsworth,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2006,Murder,Solved,Wandsworth,Asian
1,35 to 44,Male,Knife or Sharp Implement,No,Apr 2006,Murder,Unsolved,Lambeth,White
1,45 to 54,Male,Other Method of Killing,No,Apr 2006,Murder,Solved,Lambeth,Asian
1,35 to 44,Male,Shooting,No,Apr 2006,Murder,Solved,Barnet,Black
1,25 to 34,Female,Knife or Sharp Implement,Yes,Apr 2006,Murder,Solved,Islington,Black
1,35 to 44,Male,Knife or Sharp Implement,No,Apr 2006,Murder,Solved,Southwark,Black
1,25 to 34,Male,Shooting,No,Apr 2006,Murder,Solved,Lewisham,Black
1,25 to 34,Male,Shooting,No,Apr 2006,Murder,Solved,Bromley,White
1,35 to 44,Male,Shooting,No,Apr 2006,Murder,Unsolved,Hackney,Black
1,35 to 44,Male,Not known/Not Recorded,No,Apr 2006,Murder,Solved,Barking & Dagenham,White
1,65 and over,Female,Other Method of Killing,No,Apr 2006,Manslaughter,Solved,Barking & Dagenham,Black
1,0 to 12,Male,Other Method of Killing,No,Apr 2006,Manslaughter,Solved,Barking & Dagenham,Black
1,0 to 12,Male,Other Method of Killing,No,Apr 2006,Manslaughter,Solved,Barking & Dagenham,Black
1,0 to 12,Female,Not known/Not Recorded,No,Apr 2006,Murder,Solved,Enfield,White
1,65 and over,Female,"Physical Assault, no weapon",No,Apr 2006,Murder,Solved,Newham,Asian
1,13 to 19,Male,Other Method of Killing,No,Apr 2006,Manslaughter,Solved,Newham,White
1,25 to 34,Female,Knife or Sharp Implement,No,Apr 2006,Murder,Solved,Havering,White
1,25 to 34,Male,Knife or Sharp Implement,No,May 2006,Murder,Solved,Wandsworth,White
1,45 to 54,Male,"Physical Assault, no weapon",Yes,May 2006,Murder,Solved,Kingston Upon Thames,White
1,25 to 34,Male,Other Method of Killing,No,May 2006,Murder,Solved,Hounslow,Other
1,35 to 44,Male,Knife or Sharp Implement,No,May 2006,Murder,Solved,Hillingdon,White
1,25 to 34,Male,Other Method of Killing,No,May 2006,Murder,Solved,Lambeth,Asian
1,55 to 64,Male,Knife or Sharp Implement,No,May 2006,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,No,May 2006,Murder,Solved,Lambeth,Black
1,25 to 34,Female,Knife or Sharp Implement,Yes,May 2006,Murder,Solved,Brent,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,May 2006,Murder,Solved,Barnet,Black
1,55 to 64,Male,Knife or Sharp Implement,Yes,May 2006,Murder,Solved,Ealing,White
1,20 to 24,Male,Knife or Sharp Implement,No,May 2006,Murder,Solved,Ealing,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,May 2006,Murder,Solved,Bromley,White
1,20 to 24,Male,Shooting,No,May 2006,Murder,Solved,Havering,White
1,45 to 54,Male,Not known/Not Recorded,No,May 2006,Murder,Unsolved,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Jun 2006,Murder,Solved,Lambeth,Black
1,65 and over,Male,Not known/Not Recorded,No,Jun 2006,Murder,Solved,Camden,White
1,45 to 54,Male,Knife or Sharp Implement,No,Jun 2006,Murder,Solved,Camden,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2006,Murder,Solved,Ealing,Asian
1,45 to 54,Male,Blunt Implement,No,Jun 2006,Murder,Solved,Islington,White
1,35 to 44,Female,Knife or Sharp Implement,No,Jun 2006,Murder,Solved,Croydon,White
1,55 to 64,Male,Knife or Sharp Implement,No,Jun 2006,Murder,Solved,Croydon,White
1,35 to 44,Male,"Physical Assault, no weapon",No,Jun 2006,Murder,Solved,Waltham Forest,White
1,35 to 44,Male,Blunt Implement,No,Jun 2006,Murder,Solved,Barking & Dagenham,White
1,45 to 54,Male,Not known/Not Recorded,No,Jul 2006,Murder,Solved,Wandsworth,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jul 2006,Murder,Solved,Richmond Upon Thames,Black
1,25 to 34,Female,Knife or Sharp Implement,No,Jul 2006,Murder,Solved,Merton,White
1,25 to 34,Male,Shooting,No,Jul 2006,Murder,Solved,Brent,Black
1,65 and over,Male,Other Method of Killing,Yes,Jul 2006,Murder,Solved,Camden,White
1,25 to 34,Male,Other Method of Killing,No,Jul 2006,Murder,Solved,Barnet,White
1,25 to 34,Male,Other Method of Killing,No,Jul 2006,Murder,Solved,Ealing,White
1,0 to 12,Female,Knife or Sharp Implement,No,Jul 2006,Murder,Solved,Haringey,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jul 2006,Murder,Solved,Haringey,White
1,25 to 34,Male,Shooting,No,Jul 2006,Murder,Solved,Southwark,White
1,65 and over,Male,Not known/Not Recorded,No,Jul 2006,Murder,Solved,Lewisham,Black
1,45 to 54,Male,"Physical Assault, no weapon",No,Jul 2006,Murder,Unsolved,Croydon,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Jul 2006,Murder,Solved,Bexley,White
1,20 to 24,Male,Knife or Sharp Implement,No,Jul 2006,Murder,Solved,Waltham Forest,Black
1,20 to 24,Male,Other Method of Killing,No,Jul 2006,Murder,Solved,Enfield,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Jul 2006,Murder,Solved,Havering,White
1,35 to 44,Male,Knife or Sharp Implement,No,Aug 2006,Murder,Solved,Hillingdon,White
1,35 to 44,Male,Knife or Sharp Implement,No,Aug 2006,Murder,Solved,Lambeth,White
1,20 to 24,Female,Knife or Sharp Implement,Yes,Aug 2006,Murder,Solved,Harrow,Asian
1,13 to 19,Male,Shooting,No,Aug 2006,Murder,Solved,Islington,White
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2006,Murder,Solved,Southwark,White
1,35 to 44,Male,Knife or Sharp Implement,No,Aug 2006,Murder,Solved,Hackney,Asian
1,35 to 44,Male,Knife or Sharp Implement,No,Aug 2006,Murder,Solved,Newham,Black
1,20 to 24,Male,Shooting,No,Aug 2006,Murder,Solved,Newham,White
1,25 to 34,Male,Blunt Implement,No,Aug 2006,Murder,Solved,Westminster,White
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2006,Murder,Solved,Westminster,Black
1,45 to 54,Male,Shooting,No,Sep 2006,Murder,Unsolved,Wandsworth,White
1,20 to 24,Male,Knife or Sharp Implement,No,Sep 2006,Murder,Solved,Hounslow,Asian
1,45 to 54,Female,Knife or Sharp Implement,No,Sep 2006,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2006,Murder,Solved,Brent,Asian
1,25 to 34,Female,Knife or Sharp Implement,No,Sep 2006,Murder,Solved,Harrow,White
1,25 to 34,Male,Other Method of Killing,Yes,Sep 2006,Murder,Solved,Camden,White
1,20 to 24,Male,Shooting,No,Sep 2006,Murder,Unsolved,Camden,Black
1,0 to 12,Male,Not known/Not Recorded,No,Sep 2006,Murder,Solved,Ealing,Asian
1,25 to 34,Female,Knife or Sharp Implement,Yes,Sep 2006,Murder,Solved,Ealing,White
1,35 to 44,Male,Knife or Sharp Implement,No,Sep 2006,Murder,Solved,Islington,White
1,20 to 24,Male,Knife or Sharp Implement,No,Sep 2006,Murder,Solved,Islington,White
1,20 to 24,Male,Knife or Sharp Implement,No,Sep 2006,Murder,Solved,Islington,Black
1,25 to 34,Male,Shooting,No,Sep 2006,Murder,Unsolved,Lewisham,Black
1,45 to 54,Male,Blunt Implement,No,Sep 2006,Murder,Unsolved,Greenwich,White
1,35 to 44,Male,Knife or Sharp Implement,No,Sep 2006,Murder,Solved,Hackney,White
1,45 to 54,Male,Other Method of Killing,No,Sep 2006,Murder,Unsolved,Waltham Forest,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Sep 2006,Murder,Solved,Newham,White
1,35 to 44,Male,Not known/Not Recorded,No,Sep 2006,Murder,Solved,Newham,White
1,35 to 44,Male,Blunt Implement,No,Sep 2006,Murder,Solved,Newham,White
1,25 to 34,Female,Knife or Sharp Implement,Yes,Oct 2006,Murder,Solved,Hounslow,White
1,45 to 54,Male,Other Method of Killing,No,Oct 2006,Murder,Solved,Hillingdon,White
1,20 to 24,Male,Shooting,No,Oct 2006,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Not known/Not Recorded,Yes,Oct 2006,Murder,Solved,Merton,White
1,20 to 24,Male,Shooting,No,Oct 2006,Murder,Solved,Brent,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Oct 2006,Murder,Solved,Camden,White
1,20 to 24,Male,Shooting,No,Oct 2006,Murder,Solved,Ealing,White
1,13 to 19,Male,Shooting,No,Oct 2006,Murder,Unsolved,Haringey,Black
1,45 to 54,Female,Knife or Sharp Implement,Yes,Oct 2006,Murder,Solved,Greenwich,Asian
1,35 to 44,Male,Knife or Sharp Implement,No,Oct 2006,Murder,Solved,Hackney,Black
1,20 to 24,Male,Blunt Implement,No,Oct 2006,Murder,Solved,Waltham Forest,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Oct 2006,Murder,Solved,Barking & Dagenham,White
1,13 to 19,Male,Knife or Sharp Implement,Yes,Oct 2006,Murder,Unsolved,Newham,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Oct 2006,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Oct 2006,Murder,Solved,Havering,White
1,45 to 54,Male,Knife or Sharp Implement,No,Oct 2006,Murder,Solved,Kensington & Chelsea,White
1,65 and over,Female,Blunt Implement,No,Nov 2006,Murder,Solved,Hillingdon,Asian
1,55 to 64,Male,Other Method of Killing,No,Nov 2006,Murder,Solved,Hillingdon,Asian
1,35 to 44,Male,"Physical Assault, no weapon",No,Nov 2006,Murder,Solved,Merton,White
1,45 to 54,Male,Knife or Sharp Implement,No,Nov 2006,Murder,Solved,Camden,White
1,13 to 19,Male,Other Method of Killing,No,Nov 2006,Murder,Solved,Barnet,White
1,13 to 19,Male,Shooting,No,Nov 2006,Murder,Unsolved,Southwark,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Nov 2006,Murder,Solved,Lewisham,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Nov 2006,Murder,Solved,Merton,Black
1,20 to 24,Male,Shooting,No,Nov 2006,Murder,Solved,Hackney,Black
1,20 to 24,Male,Shooting,No,Nov 2006,Murder,Unsolved,Hackney,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Nov 2006,Murder,Unsolved,Barking & Dagenham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Dec 2006,Murder,Unsolved,Wandsworth,Black
1,55 to 64,Female,Blunt Implement,No,Dec 2006,Murder,Solved,Kingston Upon Thames,Other
1,35 to 44,Male,Other Method of Killing,No,Dec 2006,Murder,Unsolved,Lambeth,White
1,35 to 44,Male,Knife or Sharp Implement,No,Dec 2006,Murder,Solved,Lambeth,Black
1,35 to 44,Male,"Physical Assault, no weapon",Yes,Dec 2006,Murder,Solved,Merton,White
1,45 to 54,Male,Other Method of Killing,No,Dec 2006,Murder,Solved,Haringey,Asian
1,45 to 54,Male,Not known/Not Recorded,No,Dec 2006,Murder,Solved,Southwark,White
1,25 to 34,Male,Blunt Implement,No,Dec 2006,Murder,Solved,Bexley,White
1,35 to 44,Male,Shooting,No,Dec 2006,Murder,Solved,Sutton,White
1,0 to 12,Female,Blunt Implement,No,Dec 2006,Murder,Solved,Sutton,Black
1,65 and over,Male,"Physical Assault, no weapon",No,Dec 2006,Murder,Solved,Tower Hamlets,Black
1,20 to 24,Female,Knife or Sharp Implement,No,Dec 2006,Murder,Solved,Hackney,White
1,0 to 12,Male,Not known/Not Recorded,No,Dec 2006,Murder,Solved,Havering,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Dec 2006,Murder,Solved,Hammersmith & Fulham,Not Recorded / Unknown
1,35 to 44,Male,Knife or Sharp Implement,No,Jan 2007,Murder,Solved,Wandsworth,Black
1,35 to 44,Male,Shooting,No,Jan 2007,Murder,Unsolved,Hounslow,White
1,25 to 34,Female,Other Method of Killing,No,Jan 2007,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2007,Murder,Solved,Lambeth,Black
1,55 to 64,Male,Shooting,No,Jan 2007,Murder,Solved,Barnet,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2007,Murder,Solved,Ealing,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2007,Murder,Solved,Ealing,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2007,Murder,Solved,Haringey,Black
1,20 to 24,Male,Other Method of Killing,No,Jan 2007,Manslaughter,Unsolved,Haringey,White
1,45 to 54,Female,Knife or Sharp Implement,Yes,Jan 2007,Murder,Solved,Hackney,White
1,0 to 12,Male,Blunt Implement,No,Jan 2007,Murder,Solved,Hackney,Black
1,0 to 12,Female,Blunt Implement,No,Jan 2007,Murder,Solved,Hackney,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2007,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Shooting,No,Jan 2007,Murder,Unsolved,Barking & Dagenham,Black
1,25 to 34,Female,Other Method of Killing,Yes,Jan 2007,Murder,Solved,Newham,Asian
1,0 to 12,Female,"Physical Assault, no weapon",Yes,Jan 2007,Murder,Solved,Newham,Asian
1,0 to 12,Female,"Physical Assault, no weapon",Yes,Jan 2007,Murder,Solved,Newham,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2007,Murder,Solved,Westminster,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Feb 2007,Murder,Solved,Hillingdon,White
1,13 to 19,Male,Shooting,No,Feb 2007,Murder,Unsolved,Lambeth,Black
1,13 to 19,Male,Shooting,No,Feb 2007,Murder,Unsolved,Lambeth,Not Recorded / Unknown
1,45 to 54,Male,Blunt Implement,No,Feb 2007,Murder,Solved,Islington,White
1,20 to 24,Male,Knife or Sharp Implement,No,Feb 2007,Murder,Solved,Southwark,Black
1,45 to 54,Male,Shooting,No,Feb 2007,Murder,Solved,Southwark,Black
1,13 to 19,Male,Shooting,No,Feb 2007,Murder,Solved,Southwark,Black
1,35 to 44,Female,Other Method of Killing,Yes,Feb 2007,Murder,Solved,Bromley,White
1,25 to 34,Female,Other Method of Killing,Yes,Feb 2007,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Shooting,No,Feb 2007,Murder,Solved,Hackney,Black
1,25 to 34,Male,Knife or Sharp Implement,Yes,Feb 2007,Murder,Solved,Westminster,White
1,0 to 12,Male,Other Method of Killing,No,Mar 2007,Murder,Solved,Wandsworth,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Mar 2007,Murder,Solved,Hillingdon,White
1,35 to 44,Female,Shooting,Yes,Mar 2007,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,No,Mar 2007,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Mar 2007,Murder,Solved,Newham,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Mar 2007,Murder,Unsolved,Newham,Black
1,20 to 24,Male,Shooting,No,Mar 2007,Murder,Unsolved,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Mar 2007,Murder,Solved,Hammersmith & Fulham,Black
1,20 to 24,Female,Shooting,No,Apr 2007,Murder,Solved,Wandsworth,White
1,45 to 54,Male,Knife or Sharp Implement,No,Apr 2007,Murder,Unsolved,Lambeth,White
1,25 to 34,Male,Shooting,No,Apr 2007,Murder,Unsolved,Lambeth,Black
1,20 to 24,Female,Knife or Sharp Implement,No,Apr 2007,Murder,Solved,Southwark,Asian
1,45 to 54,Male,Knife or Sharp Implement,No,Apr 2007,Murder,Solved,Bromley,White
1,65 and over,Male,Knife or Sharp Implement,Yes,Apr 2007,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,No,Apr 2007,Murder,Solved,Greenwich,White
1,45 to 54,Male,Other Method of Killing,No,Apr 2007,Murder,Solved,Croydon,Black
1,0 to 12,Female,Other Method of Killing,No,Apr 2007,Murder,Solved,Redbridge,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Apr 2007,Murder,Solved,Waltham Forest,Black
1,13 to 19,Male,Other Method of Killing,No,Apr 2007,Manslaughter,Solved,Enfield,White
1,35 to 44,Male,Knife or Sharp Implement,Yes,Apr 2007,Murder,Solved,Newham,Asian
1,25 to 34,Female,Other Method of Killing,Yes,Apr 2007,Murder,Solved,Newham,Asian
1,0 to 12,Male,Other Method of Killing,No,Apr 2007,Murder,Solved,Westminster,White
1,35 to 44,Male,Other Method of Killing,No,May 2007,Murder,Solved,Hillingdon,Asian
1,35 to 44,Male,Knife or Sharp Implement,No,May 2007,Murder,Solved,Ealing,Black
1,20 to 24,Male,Shooting,No,May 2007,Murder,Solved,Lewisham,Black
1,25 to 34,Male,Other Method of Killing,No,May 2007,Murder,Solved,Bromley,White
1,0 to 12,Male,"Physical Assault, no weapon",No,May 2007,Murder,Solved,Croydon,Black
1,0 to 12,Female,"Physical Assault, no weapon",No,May 2007,Murder,Solved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,No,May 2007,Murder,Solved,Croydon,Black
1,35 to 44,Male,Knife or Sharp Implement,No,May 2007,Murder,Solved,Islington,Black
1,13 to 19,Female,Knife or Sharp Implement,No,May 2007,Murder,Solved,Enfield,Black
1,25 to 34,Male,Other Method of Killing,No,May 2007,Manslaughter,Solved,Havering,White
1,0 to 12,Male,Other Method of Killing,No,May 2007,Murder,Solved,Westminster,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Wandsworth,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Kingston Upon Thames,Black
1,25 to 34,Male,"Physical Assault, no weapon",No,Jun 2007,Murder,Solved,Lambeth,Asian
1,0 to 12,Female,Other Method of Killing,No,Jun 2007,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Other Method of Killing,No,Jun 2007,Murder,Solved,Lambeth,Asian
1,25 to 34,Male,Other Method of Killing,No,Jun 2007,Murder,Solved,Camden,White
1,45 to 54,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Barnet,White
1,55 to 64,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Ealing,Asian
1,20 to 24,Male,Shooting,No,Jun 2007,Murder,Unsolved,Ealing,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Islington,White
1,35 to 44,Female,Knife or Sharp Implement,Yes,Jun 2007,Murder,Solved,Haringey,White
1,13 to 19,Female,Shooting,No,Jun 2007,Murder,Solved,Haringey,Black
1,55 to 64,Male,"Physical Assault, no weapon",No,Jun 2007,Murder,Solved,Bromley,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Bromley,White
1,13 to 19,Female,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Croydon,Black
1,65 and over,Male,Other Method of Killing,No,Jun 2007,Murder,Solved,Tower Hamlets,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Redbridge,Asian
1,35 to 44,Male,Other Method of Killing,No,Jun 2007,Murder,Unsolved,Hackney,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Newham,White
1,55 to 64,Male,Knife or Sharp Implement,No,Jun 2007,Murder,Solved,Newham,White
1,35 to 44,Male,Shooting,No,Jun 2007,Murder,Solved,Havering,White
1,25 to 34,Male,Other Method of Killing,No,Jun 2007,Murder,Solved,Havering,White
1,45 to 54,Male,Knife or Sharp Implement,Yes,Jun 2007,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jul 2007,Murder,Solved,Hillingdon,White
1,25 to 34,Male,Shooting,No,Jul 2007,Murder,Unsolved,Lambeth,Black
1,45 to 54,Female,Blunt Implement,Yes,Jul 2007,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Shooting,No,Jul 2007,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Shooting,No,Jul 2007,Murder,Solved,Greenwich,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Jul 2007,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Blunt Implement,No,Jul 2007,Murder,Unsolved,Barking & Dagenham,Asian
1,20 to 24,Female,Knife or Sharp Implement,No,Jul 2007,Murder,Solved,Enfield,White
1,20 to 24,Male,Shooting,No,Jul 2007,Murder,Solved,Enfield,Black
1,45 to 54,Female,"Physical Assault, no weapon",No,Jul 2007,Murder,Solved,Enfield,Asian
1,45 to 54,Male,Shooting,No,Jul 2007,Murder,Solved,Hammersmith & Fulham,Black
1,65 and over,Female,Blunt Implement,Yes,Aug 2007,Murder,Solved,Hounslow,White
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2007,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Shooting,No,Aug 2007,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Other Method of Killing,No,Aug 2007,Murder,Solved,Lambeth,White
1,25 to 34,Male,Not known/Not Recorded,No,Aug 2007,Murder,Solved,Brent,White
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2007,Murder,Solved,Camden,White
1,55 to 64,Female,Knife or Sharp Implement,No,Aug 2007,Murder,Solved,Camden,White
1,0 to 12,Male,Other Method of Killing,No,Aug 2007,Murder,Solved,Haringey,White
1,25 to 34,Male,Other Method of Killing,Yes,Aug 2007,Murder,Solved,Southwark,White
1,45 to 54,Male,Other Method of Killing,No,Aug 2007,Murder,Solved,Greenwich,White
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2007,Murder,Solved,Croydon,White
1,25 to 34,Male,Knife or Sharp Implement,Yes,Aug 2007,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2007,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2007,Murder,Solved,Waltham Forest,White
1,0 to 12,Female,Knife or Sharp Implement,No,Aug 2007,Murder,Solved,Barking & Dagenham,Black
1,45 to 54,Male,Other Method of Killing,No,Aug 2007,Murder,Solved,Enfield,White
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2007,Murder,Unsolved,Newham,Black
1,20 to 24,Female,Knife or Sharp Implement,No,Aug 2007,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male,Blunt Implement,Yes,Sep 2007,Murder,Solved,Hounslow,Not Recorded / Unknown
1,35 to 44,Male,Knife or Sharp Implement,No,Sep 2007,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Other Method of Killing,No,Sep 2007,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2007,Murder,Solved,Lambeth,Other
1,45 to 54,Male,Knife or Sharp Implement,Yes,Sep 2007,Murder,Solved,Camden,White
